Device_ID,Device_Type,Purchase_Date,Age,Manufacturer,Model,Country,Maintenance_Cost,Downtime,Maintenance_Frequency,Failure_Event_Count,Maintenance_Class,Maintenance_Report
MD04126,Defibrillator,2019-10-20,6,ImagingTech,Model-600,USA,7950.6217935083505,6.191761470367908,2,0,1,System performance degraded due to voltage spike; mitigation via component upgrade. quick fix quick fix
MD03712,MRI Scanner,2023-08-15,2,ScanPro,Model-200,France,-2721.284601704629,12.439759613339238,5,4,2,Routine check completed; battery wear observed during diagnostics. driver update performance warning
MD05099,Defibrillator,2016-09-12,9,UltraMed,Model-250,Italy,8424.568264115816,3.978989347813776,1,3,1,Component inspection after detecting voltage spike; functionality restored. minor issue temporary glitch
MD05071,CT Scanner,2015-08-19,10,ImagingTech,Model-500,Canada,2606.614548930633,6.088706686601832,5,2,1,overheating caused operational delay; firmware update initiated. minor issue log file cleared
MD03169,CT Scanner,2020-06-01,5,RescueTech,Model-450,Italy,4246.509868750094,3.675948811510126,5,2,1,abnormal sound caused operational delay; firmware update initiated. quick fix quick fix
MD05392,CT Scanner,2017-08-11,8,CardioSync,Model-200,Japan,3546.486312299759,2.818635130463289,1,4,1,Routine check completed; data lag observed during diagnostics. quick fix log file cleared
MD03865,PET Scanner,2015-12-30,10,ScanPro,Model-450,Japan,16164.441903014327,21.930122442960272,2,1,3,System performance degraded due to software crash; mitigation via inspection. sensor replaced urgent inspection needed
MD00916,PET Scanner,2021-10-10,4,MedEquip,Model-250,France,3435.261904575733,10.338084453990598,4,3,1,Routine check completed; abnormal sound observed during diagnostics. log cleaned system check passed
MD01542,CT Scanner,2019-08-24,6,MedEquip,Model-300,USA,6758.31108638223,5.733994975908307,2,0,1,Component inspection after detecting voltage spike; functionality restored. log cleaned stable condition
MD03934,X-Ray Machine,2020-03-19,5,RescueTech,Model-650,USA,15983.020634179516,18.00740418456352,5,1,3,circuit failure caused operational delay; software patch initiated. data loss critical failure
MD05079,Defibrillator,2015-08-26,10,UltraMed,Model-550,USA,23459.222006790533,8.02944119698057,3,3,3,System performance degraded due to overheating; mitigation via replacement. data loss hardware fault
MD04538,MRI Scanner,2017-02-11,8,RescueTech,Model-300,Canada,6131.251367584376,4.824667125458363,3,1,1,abnormal sound caused operational delay; recalibration initiated. log cleaned stable condition
MD02952,Infusion Pump,2014-04-08,11,CardioSync,Model-300,Italy,6578.317230774092,2.7268826194939413,1,5,2,Routine check completed; abnormal sound observed during diagnostics. component issue moderate delay
MD02425,PET Scanner,2022-04-04,3,CardioSync,Model-250,Italy,379.5379095932353,7.227359973207193,1,2,2,software crash caused operational delay; inspection initiated. moderate delay average severity report
MD00502,X-Ray Machine,2016-08-19,9,RescueTech,Model-550,Italy,8546.064531409073,1.6143192804639916,4,2,1,System performance degraded due to sensor misalignment; mitigation via software patch. log cleaned low priority fault
MD04848,Infusion Pump,2022-11-11,3,UltraMed,Model-650,UK,9256.959455758952,7.83234030633604,5,2,2,abnormal sound caused operational delay; component upgrade initiated. moderate delay non-critical warning
MD02575,PET Scanner,2014-07-24,11,CardioSync,Model-350,France,9137.313525999189,12.050251712788324,4,0,2,Component component upgrade after detecting data lag; functionality restored. component issue average severity report
MD01615,X-Ray Machine,2019-10-12,6,UltraMed,Model-550,Canada,16707.40897340478,16.72747950486605,2,4,3,Routine check completed; voltage spike observed during diagnostics. sensor replaced critical failure
MD02441,Defibrillator,2022-09-22,3,UltraMed,Model-400,UK,5774.586653245171,10.588872375008338,5,1,2,Component recalibration after detecting software crash; functionality restored. driver update moderate delay
MD00717,PET Scanner,2015-07-30,10,MedEquip,Model-500,Canada,5914.0222867019575,7.168568085626419,2,0,2,circuit failure caused operational delay; system reset initiated. reviewed logs moderate delay
MD02009,Defibrillator,2014-05-23,11,ScanPro,Model-250,Japan,-1512.509993650684,29.404869716733835,3,2,3,Component firmware update after detecting voltage spike; functionality restored. critical failure sensor replacement
MD01422,X-Ray Machine,2016-07-24,9,MedEquip,Model-500,France,2386.471642725496,18.91586819061543,5,1,3,Component inspection after detecting circuit failure; functionality restored. reboot failed high priority failure
MD04586,MRI Scanner,2017-02-10,8,ScanPro,Model-450,USA,4524.292646099331,1.3440608423029683,3,0,1,Component recalibration after detecting abnormal sound; functionality restored. software reset quick fix
MD04072,PET Scanner,2017-08-08,8,ScanPro,Model-200,Italy,7301.377603902383,10.970585710939542,4,1,3,Component inspection after detecting battery wear; functionality restored. critical failure emergency shutdown
MD05108,PET Scanner,2017-06-14,8,RescueTech,Model-450,Japan,12875.43042720199,11.195999731727197,3,2,2,System performance degraded due to abnormal sound; mitigation via replacement. driver update performance warning
MD04207,X-Ray Machine,2019-03-24,6,ScanPro,Model-200,Japan,6094.902012518946,7.149101147891904,1,1,1,Routine check completed; voltage spike observed during diagnostics. log cleaned quick fix
MD05204,CT Scanner,2015-12-03,10,RescueTech,Model-650,Japan,11754.530167568915,18.331479692128735,2,1,3,software crash caused operational delay; recalibration initiated. data loss high priority failure
MD05360,Infusion Pump,2014-02-09,11,ScanPro,Model-250,UK,2961.154650657911,8.233303371064073,5,3,1,Component software patch after detecting software crash; functionality restored. minor issue minor issue
MD01041,X-Ray Machine,2023-03-07,2,MedEquip,Model-300,USA,13294.582091467044,10.68017893930757,4,3,3,Component software patch after detecting battery wear; functionality restored. data loss critical failure
MD00508,Infusion Pump,2020-10-25,5,RescueTech,Model-650,France,16067.0322528527,4.728560175764783,1,3,3,System performance degraded due to software crash; mitigation via component upgrade. sensor replaced system crash
MD00040,Defibrillator,2020-04-08,5,RescueTech,Model-350,Italy,3347.6616962624903,2.549161073335241,1,1,1,System performance degraded due to abnormal sound; mitigation via recalibration. quick fix minor issue
MD00914,MRI Scanner,2022-01-15,3,CardioSync,Model-300,Italy,7608.444550505533,3.57897950783259,2,2,2,Component software patch after detecting abnormal sound; functionality restored. moderate delay moderate delay
MD03620,Defibrillator,2020-09-17,5,ImagingTech,Model-200,USA,10364.09786950772,27.91811506879394,2,3,3,Routine check completed; sensor misalignment observed during diagnostics. data loss high priority failure
MD01827,Defibrillator,2018-01-16,7,UltraMed,Model-600,UK,1351.044847837623,3.586533980565748,1,2,1,System performance degraded due to sensor misalignment; mitigation via software patch. software reset stable condition
MD03423,Infusion Pump,2022-06-10,3,ImagingTech,Model-450,Japan,4453.784213422918,3.033033363626894,4,3,1,Component software patch after detecting voltage spike; functionality restored. quick fix stable condition
MD02174,Defibrillator,2022-08-06,3,UltraMed,Model-500,Canada,6264.53593364686,4.192792245867043,5,1,1,Component system reset after detecting circuit failure; functionality restored. software reset system check passed
MD02804,PET Scanner,2020-03-19,5,ScanPro,Model-250,Canada,5494.841513073624,6.019668009490096,1,1,1,Routine check completed; battery wear observed during diagnostics. software reset system check passed
MD05035,Defibrillator,2015-06-27,10,CardioSync,Model-400,Canada,5206.026128481203,2.9030034615330376,5,0,2,Component software patch after detecting software crash; functionality restored. driver update driver update applied
MD03135,PET Scanner,2017-07-20,8,CardioSync,Model-150,Italy,4132.690582963025,13.676182968401626,2,1,2,Routine check completed; voltage spike observed during diagnostics. moderate delay performance warning
MD03840,X-Ray Machine,2014-09-19,11,UltraMed,Model-600,Italy,21087.512988746785,23.11460236080892,5,3,3,System performance degraded due to sensor misalignment; mitigation via recalibration. data loss urgent inspection needed
MD01864,Infusion Pump,2024-03-20,1,UltraMed,Model-350,Japan,6801.946292329505,16.513570612094195,5,2,2,Routine check completed; circuit failure observed during diagnostics. moderate delay average severity report
MD04393,CT Scanner,2016-05-01,9,ScanPro,Model-100,USA,4582.4153701712,7.487382521817518,1,2,2,System performance degraded due to data lag; mitigation via inspection. driver update performance warning
MD02781,Defibrillator,2016-12-25,9,RescueTech,Model-650,Italy,9953.87575177394,10.465269300300266,2,4,1,Component firmware update after detecting data lag; functionality restored. log cleaned log file cleared
MD04903,Defibrillator,2023-09-25,2,MedEquip,Model-400,France,5036.078356378598,3.637804018175132,3,0,1,System performance degraded due to abnormal sound; mitigation via system reset. software reset temporary glitch
MD02920,PET Scanner,2013-06-19,12,ImagingTech,Model-550,UK,12930.31588458145,24.19166069279713,4,1,3,Routine check completed; sensor misalignment observed during diagnostics. reboot failed hardware fault
MD05407,X-Ray Machine,2019-05-03,6,ScanPro,Model-450,France,6115.256130403384,4.125348851840263,2,3,1,Component replacement after detecting circuit failure; functionality restored. quick fix stable condition
MD05174,PET Scanner,2020-04-20,5,ScanPro,Model-350,USA,7560.32093788682,12.551553633012066,4,1,2,System performance degraded due to battery wear; mitigation via software patch. reviewed logs driver update applied
MD05049,Defibrillator,2017-09-22,8,ScanPro,Model-300,UK,17052.32518064664,15.772323809353038,3,1,3,Routine check completed; battery wear observed during diagnostics. sensor replaced high priority failure
MD04134,MRI Scanner,2015-01-10,10,RescueTech,Model-200,Japan,17221.83145250108,4.27858126564444,1,3,3,System performance degraded due to overheating; mitigation via firmware update. sensor replaced sensor replacement
MD03847,Defibrillator,2016-08-10,9,RescueTech,Model-550,Japan,4897.696624347481,3.248154877845065,2,3,1,System performance degraded due to abnormal sound; mitigation via firmware update. quick fix temporary glitch
MD03317,PET Scanner,2021-12-12,4,RescueTech,Model-300,Japan,3996.554729139577,6.825995576377827,4,1,1,Component system reset after detecting data lag; functionality restored. log cleaned minor issue
MD00098,X-Ray Machine,2017-04-23,8,ImagingTech,Model-500,Japan,20988.30602570933,17.705323917864117,3,2,3,Routine check completed; battery wear observed during diagnostics. data loss emergency shutdown
MD03588,CT Scanner,2023-06-16,2,UltraMed,Model-150,Italy,14173.02429244523,10.037214625721804,5,2,3,Routine check completed; software crash observed during diagnostics. critical failure high priority failure
MD02604,CT Scanner,2022-07-17,3,UltraMed,Model-300,Canada,4086.8020993523023,7.26354194962615,1,1,1,Component replacement after detecting software crash; functionality restored. quick fix stable condition
MD02980,X-Ray Machine,2017-07-05,8,UltraMed,Model-100,Italy,4736.673394826544,12.82899367106925,3,1,2,Routine check completed; circuit failure observed during diagnostics. driver update average severity report
MD00843,X-Ray Machine,2017-11-12,8,ImagingTech,Model-250,UK,3902.4578656327935,8.06233419630725,5,2,1,software crash caused operational delay; software patch initiated. quick fix low priority fault
MD04942,Defibrillator,2021-12-23,4,MedEquip,Model-500,France,10347.099972215256,5.328666105678782,3,0,3,System performance degraded due to circuit failure; mitigation via system reset. critical failure urgent inspection needed
MD02504,Infusion Pump,2019-02-14,6,UltraMed,Model-550,Japan,2934.00218194885,2.472138926573121,4,3,1,Component system reset after detecting overheating; functionality restored. minor issue stable condition
MD02667,Defibrillator,2016-01-21,9,CardioSync,Model-150,Canada,4095.847540827348,15.58595343427392,2,1,2,System performance degraded due to voltage spike; mitigation via replacement. moderate delay driver update applied
MD00747,PET Scanner,2020-11-29,5,RescueTech,Model-550,UK,16918.099190796744,15.791714200261636,2,3,3,Component recalibration after detecting circuit failure; functionality restored. reboot failed system crash
MD02278,Defibrillator,2023-07-01,2,ScanPro,Model-300,Canada,5191.504528325519,10.308346326442043,3,1,1,Routine check completed; software crash observed during diagnostics. minor issue temporary glitch
MD05430,Infusion Pump,2017-08-21,8,ScanPro,Model-600,Canada,1448.5071160191972,3.231637520441757,4,2,1,Routine check completed; data lag observed during diagnostics. software reset routine reset
MD02523,PET Scanner,2018-08-26,7,RescueTech,Model-300,UK,18678.042840960698,17.081707740745422,5,3,3,System performance degraded due to battery wear; mitigation via component upgrade. data loss emergency shutdown
